Gene name,Gene ID,Expression level
K02F3.2,WBGene00019326,1.155
Y71F9AR.2,WBGene00022123,1.15
F15D4.6,WBGene00008863,1.147
nhr-123,WBGene00003713,1.143
Y17D7C.6,WBGene00194680,1.135
F40F9.15,WBGene00196872,1.134
Y37E11AL.2,WBGene00021358,1.133
Y48G1A.7,WBGene00235385,1.118
C17H11.5,WBGene00015925,1.113
T14G10.8,WBGene00011777,1.11
F36H9.4,WBGene00018112,1.104
sdha-2,WBGene00016392,1.104
gpx-6,WBGene00020373,1.102
ZC190.10,WBGene00022544,1.101
K08C7.1,WBGene00010646,1.1
T04C10.8,WBGene00197461,1.098
F27D4.8,WBGene00077543,1.092
Y54E2A.5,WBGene00013190,1.087
W04B5.3,WBGene00021020,1.086
F11E6.9,WBGene00008712,1.084
mab-7,WBGene00003104,1.078
ZC204.14,WBGene00022564,1.077
T10B11.5,WBGene00020401,1.076
C53A5.6,WBGene00008266,1.075
far-7,WBGene00001391,1.071
T08D2.8,WBGene00011613,1.05
ZK355.8,WBGene00086560,1.044
zig-12,WBGene00019727,1.043
Y57G11C.1130,WBGene00194649,1.04
F46G10.1,WBGene00009796,1.036
col-73,WBGene00000649,1.036
twk-31,WBGene00006683,1.032
T11B7.1,WBGene00011706,1.032
taf-7.2,WBGene00006389,1.027
clec-63,WBGene00009394,1.018
ndc-80,WBGene00003576,1.017
JC8.16,WBGene00194915,1.017
F52H3.6,WBGene00009948,1.013
F07B7.12,WBGene00017190,1.013
col-111,WBGene00000685,1.004
T07F10.5,WBGene00011591,0.997
ndx-8,WBGene00003585,0.99
Y48A6B.9,WBGene00012970,0.989
unc-22,WBGene00006759,0.988
F32H5.3,WBGene00009349,0.985
aass-1,WBGene00019819,0.984
Y42H9B.3,WBGene00021541,0.98
unc-95,WBGene00006824,0.972
aqp-4,WBGene00000172,0.971
Y56A3A.31,WBGene00013243,0.971
F11A5.18,WBGene00045511,0.965
Y71A12B.14,WBGene00014947,0.964
C56G2.3,WBGene00016978,0.963
metl-2,WBGene00044720,0.951
R01H10.4,WBGene00010972,0.944
meg-3,WBGene00001569,0.941
T08D2.3,WBGene00011608,0.935
W05H9.1,WBGene00021048,0.933
F27E5.7,WBGene00044035,0.931
Y71G12B.17,WBGene00022155,0.93
gmeb-2,WBGene00010010,0.927
ZK721.4,WBGene00022811,0.926
fbxc-12,WBGene00045298,0.924
ZK930.4,WBGene00014154,0.923
E04F6.8,WBGene00017127,0.92
F41B5.1,WBGene00023284,0.909
F53A2.9,WBGene00009953,0.909
zhp-3,WBGene00006976,0.891
cdk-2,WBGene00019362,0.874
Y62F5A.10,WBGene00013388,0.867
ssq-2,WBGene00006051,0.867
F11E6.7,WBGene00008710,0.866
C54E10.3,WBGene00008308,0.866
F49B2.6,WBGene00009865,0.857
F09E10.6,WBGene00017296,0.856
mff-2,WBGene00018894,0.855
T24C12.3,WBGene00020765,0.855
F25E5.4,WBGene00017785,0.853
duo-1,WBGene00001110,0.851
R10E11.12,WBGene00200960,0.85
Y47D3A.32,WBGene00012938,0.848
ZK218.23,WBGene00220239,0.844
klo-1,WBGene00016848,0.841
ucp-4,WBGene00006729,0.84
perm-1,WBGene00011350,0.84
unc-122,WBGene00006845,0.839
M05D6.9,WBGene00010881,0.838
Y94H6A.7,WBGene00022379,0.831
C24D10.2,WBGene00016054,0.828
ZC123.1,WBGene00022517,0.826
F54H12.8,WBGene00045247,0.824
mboa-1,WBGene00007174,0.81
C27B7.5,WBGene00007762,0.809
Y47H10A.6,WBGene00077537,0.804
C15F1.5,WBGene00015796,0.8
F55A11.4,WBGene00010077,0.798
ubc-23,WBGene00006718,0.796
pgl-1,WBGene00003992,0.795
F55C12.19,WBGene00271817,0.795
F25B3.4,WBGene00009101,0.791
C15H11.10,WBGene00007618,0.79
C27C12.1,WBGene00007771,0.79
F54H12.5,WBGene00018845,0.787
ZK185.1,WBGene00022681,0.786
ZC412.15,WBGene00220235,0.784
F17C8.7,WBGene00008912,0.773
rfc-3,WBGene00004339,0.768
Y47D3A.1,WBGene00012922,0.759
C33F10.11,WBGene00016357,0.759
daf-22,WBGene00013284,0.747
fbxa-143,WBGene00044661,0.745
ins-36,WBGene00002119,0.733
W04G5.8,WBGene00012268,0.733
C44C10.5,WBGene00008086,0.731
Y45F10A.7,WBGene00012869,0.73
ins-37,WBGene00002120,0.729
sym-1,WBGene00006366,0.726
F01G4.4,WBGene00008503,0.724
cdo-1,WBGene00018986,0.722
pat-12,WBGene00003936,0.716
BE10.4,WBGene00007212,0.714
C01G12.16,WBGene00219299,0.712
Y39G10AL.1,WBGene00021458,0.71
sfxn-1.4,WBGene00008137,0.709
col-41,WBGene00000618,0.706
col-2,WBGene00000593,0.706
sulp-7,WBGene00012259,0.705
mir-241,WBGene00003335,0.7
pqn-63,WBGene00004146,0.697
ddl-2,WBGene00013000,0.696
F21C10.11,WBGene00017660,0.691
H35N09.2,WBGene00019266,0.687
nhr-64,WBGene00003654,0.687
spp-5,WBGene00004990,0.687
F48C1.3,WBGene00018596,0.684
T05C1.3,WBGene00020250,0.684
Y71G12B.6,WBGene00022146,0.683
Y73B3A.4,WBGene00022206,0.679
Y37F4.5,WBGene00021386,0.676
K11C4.1,WBGene00019642,0.675
F35F10.6,WBGene00018056,0.669
spe-12,WBGene00004966,0.664
cdc-25.4,WBGene00000389,0.663
hsp-12.6,WBGene00002013,0.662
ctf-8,WBGene00011915,0.66
nspd-10,WBGene00020860,0.652
let-99,WBGene00002368,0.649
R11D1.13,WBGene00045517,0.644
Y116A8A.10,WBGene00014975,0.639
M79.2,WBGene00010902,0.637
C44H9.6,WBGene00008101,0.635
ttr-34,WBGene00045245,0.633
linc-128,WBGene00219734,0.632
C27B7.9,WBGene00007765,0.622
C49G9.2,WBGene00045474,0.621
xol-1,WBGene00006962,0.619
F35F10.1,WBGene00018052,0.617
lec-7,WBGene00002270,0.616
kcc-1,WBGene00006504,0.613
tim-1,WBGene00006571,0.612
lst-1,WBGene00003083,0.606
perm-5,WBGene00016955,0.6
C54D10.9,WBGene00008303,0.59
rmd-3,WBGene00007190,0.586
hog-1,WBGene00001984,0.585
acdh-1,WBGene00016943,0.582
ZK550.5,WBGene00013999,0.581
F09C12.8,WBGene00017279,0.574
fog-1,WBGene00001481,0.572
M88.4,WBGene00010907,0.57
mir-239.2,WBGene00003333,0.565
gldc-1,WBGene00020022,0.562
F07H5.8,WBGene00008559,0.561
fbxa-192,WBGene00010212,0.561
ZK673.6,WBGene00014062,0.559
gck-4,WBGene00007287,0.55
F02C12.3,WBGene00008517,0.55
pigw-1,WBGene00022447,0.541
Y49A3A.4,WBGene00013027,0.541
oac-14,WBGene00008602,0.526
col-119,WBGene00000693,0.521
T02C12.4,WBGene00011369,0.521
R07B7.2,WBGene00011087,0.505
decr-1.2,WBGene00012177,0.495
Y73F8A.1173,WBGene00206491,0.492
F38B7.2,WBGene00009533,0.474
C42D8.1,WBGene00016599,0.467
pqn-71,WBGene00004153,0.465
hcp-2,WBGene00001830,0.447
F23A7.1,WBGene00009067,0.446
W08G11.6,WBGene00023429,0.435
E_BE45912.2,WBGene00017153,0.432
M04G7.2,WBGene00019773,0.423
spp-14,WBGene00004999,0.418
T27A1.2,WBGene00020834,0.41
cyn-9,WBGene00000885,0.408
M117.6,WBGene00044253,0.398
ego-1,WBGene00001214,0.397
T08G11.2,WBGene00044684,0.393
srx-85,WBGene00005976,0.382
F32H2.10,WBGene00009346,0.382
C01B10.11,WBGene00044294,0.376
R12B2.6,WBGene00020020,0.365
21ur-863,WBGene00049680,0.352
lrx-1,WBGene00003075,0.351
F29B9.7,WBGene00017922,0.347
col-132,WBGene00000706,0.345
Y32G9A.13,WBGene00044517,0.342
C15C7.6,WBGene00015792,0.34
T03F7.7,WBGene00011404,0.329
F58H7.5,WBGene00019070,0.319
Y105C5A.17,WBGene00013640,0.314
Y64H9A.2,WBGene00022024,0.311
M02E1.4,WBGene00284848,0.306
dhp-1,WBGene00000963,0.3
C40A11.6,WBGene00016549,0.293
pals-1,WBGene00008858,0.288
T21H3.5,WBGene00020664,0.28
nhr-114,WBGene00003704,0.28
B0432.7,WBGene00015188,0.272
col-84,WBGene00000659,0.266
21ur-7848,WBGene00171754,0.259
R08A2.5,WBGene00011136,0.253
adt-2,WBGene00000083,0.249
2RSSE.5,WBGene00197051,0
Y53F4B.36,WBGene00013175,0
gst-28,WBGene00001776,0
Y53F4B.23,WBGene00013169,0
Y53F4B.38,WBGene00014920,0
Y53F4B.21,WBGene00013167,0
Y53F4B.20,WBGene00013166,0
Y53F4B.19,WBGene00013165,0
Y53F4B.11,WBGene00013158,0
Y53F4B.10,WBGene00013157,0
Y53F4B.8,WBGene00013155,0
Y53F4B.7,WBGene00013154,0
Y53F4B.43,WBGene00044726,0
Y53F4B.6,WBGene00013153,0
Y53F4B.1,WBGene00013149,0
R03C1.1,WBGene00010987,0
Y53F4A.2,WBGene00013148,0
R05H10.1,WBGene00011042,0
cdh-7,WBGene00000399,0
W01D2.6,WBGene00012183,0
Y54E2A.9,WBGene00013194,0
Y54E2A.7,WBGene00013192,0
C38C6.3,WBGene00007996,0
C38C6.5,WBGene00007998,0
mltn-10,WBGene00008965,0
mltn-9,WBGene00008964,0
catp-4,WBGene00007248,0
wee-1.2,WBGene00006939,0
C01G12.3,WBGene00007244,0
nspb-9,WBGene00007251,0
C01G12.13,WBGene00044333,0
C04H5.7,WBGene00007315,0
clec-147,WBGene00007313,0
F57C2.4,WBGene00010196,0
pot-2,WBGene00010195,0
btb-20,WBGene00010193,0
K10H10.10,WBGene00010765,0
K10H10.7,WBGene00010763,0
K10H10.12,WBGene00045403,0
K10H10.4,WBGene00010760,0
dhs-8,WBGene00000972,0
K10H10.14,WBGene00199674,0
cysl-2,WBGene00010759,0
F26H11.4,WBGene00009182,0
kbp-3,WBGene00009179,0
ctl-3,WBGene00013220,0
ctl-2,WBGene00000831,0
Y48B6A.16,WBGene00050948,0
Y48B6A.5,WBGene00012979,0
eat-2,WBGene00001133,0
W03H9.1,WBGene00012227,0
K09E4.1,WBGene00010719,0
col-87,WBGene00000662,0
F01D5.10,WBGene00008500,0
cyp-37A1,WBGene00008499,0
F01D5.7,WBGene00008497,0
F01D5.6,WBGene00008496,0
F01D5.5,WBGene00008495,0
F01D5.4,WBGene00014730,0
F01D5.3,WBGene00008494,0
F01D5.1,WBGene00008492,0
Y39G8B.9,WBGene00012728,0
W07G1.7,WBGene00012334,0
W07G1.25,WBGene00271643,0
mltn-5,WBGene00044074,0
mltn-3,WBGene00012199,0
W02B8.12,WBGene00200558,0
F08G2.7,WBGene00008578,0
F08G2.5,WBGene00008577,0
his-42,WBGene00001916,0
his-25,WBGene00001899,0
his-9,WBGene00001883,0
C01B9.5,WBGene00194939,0
C01B9.1,WBGene00007220,0
C01B9.7,WBGene00206391,0
Y54G9A.17,WBGene00271654,0
fbxa-169,WBGene00045289,0
fbxa-168,WBGene00007838,0
tag-10,WBGene00006404,0
gst-19,WBGene00001767,0
csc-1,WBGene00000804,0
clec-146,WBGene00013008,0
clec-145,WBGene00013013,0
Y48E1B.8,WBGene00013007,0
lin-38,WBGene00013006,0
Y48E1B.17,WBGene00303002,0
F54F11.6,WBGene00219969,0
F15D4.4,WBGene00008861,0
his-73,WBGene00001947,0
hpr-17,WBGene00001998,0
F32A11.3,WBGene00009308,0
mltn-1,WBGene00009311,0
bath-45,WBGene00009247,0
Y81G3A.4,WBGene00013592,0
gcn-2,WBGene00013591,0
F42G4.6,WBGene00009643,0
F42G4.2,WBGene00009641,0
puf-6,WBGene00004242,0
F18A11.7,WBGene00044057,0
Y38F1A.13,WBGene00202000,0
Y38F1A.8,WBGene00012610,0
Y38F1A.7,WBGene00012609,0
ptr-18,WBGene00004232,0
sup-6,WBGene00006315,0
lips-9,WBGene00010267,0
F58G1.3,WBGene00010265,0
wago-4,WBGene00010263,0
clec-66,WBGene00009397,0
clec-65,WBGene00009396,0
clec-62,WBGene00009393,0
F35C5.4,WBGene00009392,0
F35C5.1,WBGene00009390,0
snf-5,WBGene00004904,0
Y46G5A.29,WBGene00012917,0
pes-10,WBGene00003983,0
Y46G5A.46,WBGene00219555,0
acl-7,WBGene00012911,0
Y46G5A.14,WBGene00012905,0
Y46G5A.6,WBGene00012898,0
Y46G5A.43,WBGene00077636,0
Y38E10A.28,WBGene00044034,0
nspe-5,WBGene00012594,0
nspe-7,WBGene00012593,0
Y38E10A.14,WBGene00012592,0
nspe-1,WBGene00012591,0
nspe-2,WBGene00012604,0
nspe-6,WBGene00012603,0
nspe-4,WBGene00012589,0
lips-16,WBGene00012588,0
lips-15,WBGene00012585,0
clec-4,WBGene00012583,0
F49C5.12,WBGene00184956,0
F49C5.9,WBGene00044031,0
F49C5.3,WBGene00009866,0
srx-119,WBGene00006010,0
ceh-99,WBGene00044032,0
srh-73,WBGene00005294,0
srz-6,WBGene00011876,0
fbxb-102,WBGene00008847,0
arrd-9,WBGene00008843,0
chil-28,WBGene00008842,0
srg-17,WBGene00005174,0
tag-281,WBGene00044323,0
sre-35,WBGene00012286,0
sre-34,WBGene00043058,0
pitr-6,WBGene00012285,0
W05H5.1,WBGene00012283,0
Y57A10C.10,WBGene00013288,0
sre-25,WBGene00013283,0
Y57A10B.7,WBGene00013279,0
btb-14,WBGene00013275,0
sre-55,WBGene00016830,0
sre-49,WBGene00016832,0
C50E10.2,WBGene00016826,0
sre-50,WBGene00016834,0
Y57A10A.31,WBGene00013270,0
tag-276,WBGene00013254,0
sinh-1,WBGene00013261,0
polg-1,WBGene00013258,0
Y57A10A.14,WBGene00013257,0
rol-1,WBGene00004394,0
Y57A10A.7,WBGene00013252,0
Y57A10A.6,WBGene00013251,0
Y57A10A.5,WBGene00013250,0
Y57A10A.4,WBGene00013249,0
Y57A10A.3,WBGene00013248,0
Y57A10A.2,WBGene00013247,0
Y57A10A.1,WBGene00013246,0
Y43F11A.6,WBGene00014576,0
set-24,WBGene00012845,0
Y17G7B.19,WBGene00012470,0
Y17G7B.25,WBGene00220134,0
mex-1,WBGene00003228,0
ZK930.7,WBGene00014157,0
ZK930.6,WBGene00014156,0
ZK930.5,WBGene00014155,0
K12D12.4,WBGene00010786,0
T27D12.1,WBGene00012085,0
T27D12.6,WBGene00194848,0
Y6D1A.3,WBGene00194891,0
F43G6.10,WBGene00009662,0
F43G6.16,WBGene00219294,0
dna-2,WBGene00001016,0
F44E5.15,WBGene00206377,0
F44E5.2,WBGene00009689,0
F44E5.3,WBGene00009690,0
F44E5.10,WBGene00199360,0
F13D12.9,WBGene00008743,0
C47D12.5,WBGene00008139,0
kin-6,WBGene00002194,0
F07A11.9,WBGene00195441,0
F54D5.2,WBGene00010048,0
F54D5.3,WBGene00010049,0
F54D5.4,WBGene00010050,0
F54D5.5,WBGene00010051,0
F54D5.15,WBGene00010057,0
B0334.13,WBGene00007149,0
ttr-18,WBGene00007142,0
twk-5,WBGene00006660,0
B0334.9,WBGene00007147,0
W02B12.12,WBGene00012207,0
klp-17,WBGene00002227,0
W02B12.1,WBGene00012201,0
W02B12.13,WBGene00043534,0
vha-6,WBGene00006915,0
C05D12.3,WBGene00014666,0
C05D12.1,WBGene00007339,0
C33B4.5,WBGene00007893,0
C33B4.2,WBGene00007891,0
C47G2.8,WBGene00044161,0
C47G2.6,WBGene00044038,0
T06D8.10,WBGene00011530,0
plpr-1,WBGene00011524,0
sfxn-1.2,WBGene00009513,0
ptr-13,WBGene00004227,0
apc-17,WBGene00007501,0
C09H10.5,WBGene00007499,0
nbs-1,WBGene00007504,0
F33A8.13,WBGene00219775,0
F33A8.12,WBGene00219774,0
col-81,WBGene00000657,0
nos-1,WBGene00003783,0
R03D7.5,WBGene00010991,0
R03D7.15,WBGene00219205,0
R03D7.2,WBGene00010989,0
metr-1,WBGene00010988,0
F44F4.10,WBGene00009705,0
F44F4.9,WBGene00009704,0
R06F6.13,WBGene00196968,0
tag-209,WBGene00011072,0
cdl-1,WBGene00000411,0
ect-2,WBGene00002297,0
C09G5.7,WBGene00007489,0
bli-1,WBGene00000251,0
col-79,WBGene00000655,0
M28.9,WBGene00010900,0
M28.8,WBGene00010899,0
C14A4.13,WBGene00007563,0
C14A4.7,WBGene00007558,0
C14A4.6,WBGene00007557,0
C06A1.12,WBGene00219803,0
C06A1.3,WBGene00007354,0
C06A1.8,WBGene00045148,0
R166.10,WBGene00220052,0
R166.9,WBGene00199114,0
F59B10.6,WBGene00010322,0
F59B10.7,WBGene00195882,0
ZK666.8,WBGene00014048,0
ZK666.15,WBGene00195145,0
clec-59,WBGene00014045,0
ZK666.2,WBGene00014042,0
clec-143,WBGene00014063,0
sdz-37,WBGene00014064,0
C07E3.3,WBGene00007414,0
C07E3.8,WBGene00007418,0
C07E3.9,WBGene00007419,0
ubxn-5,WBGene00011336,0
T01E8.1,WBGene00011331,0
srb-6,WBGene00005071,0
pax-3,WBGene00003939,0
F27E5.3,WBGene00009193,0
asah-2,WBGene00009192,0
phg-1,WBGene00004017,0
lov-1,WBGene00003058,0
ZK945.8,WBGene00014170,0
ZK945.7,WBGene00014169,0
ZK945.6,WBGene00014168,0
ZK945.13,WBGene00199363,0
ttc-36,WBGene00009947,0
ZK892.5,WBGene00014129,0
nlt-1,WBGene00003773,0
sdz-38,WBGene00014131,0
C05C10.5,WBGene00007332,0
C05C10.7,WBGene00007334,0
pho-11,WBGene00007331,0
pho-10,WBGene00007328,0
F26C11.3,WBGene00009147,0
F26C11.1,WBGene00009146,0
C08H9.16,WBGene00086566,0
ctsa-3.2,WBGene00007462,0
rnh-1.2,WBGene00014163,0
ZK938.1,WBGene00014158,0
cyp-13A7,WBGene00000372,0
cyp-13A3,WBGene00011675,0
cyp-13A2,WBGene00011676,0
ZK1321.1,WBGene00014260,0
cutl-2,WBGene00013145,0
Y53C12A.6,WBGene00013141,0
wee-1.3,WBGene00006940,0
Y53C12A.8,WBGene00044158,0
ZK1320.3,WBGene00014253,0
ZK1320.2,WBGene00014252,0
gstk-1,WBGene00014251,0
ZK1307.1,WBGene00014244,0
ZK1307.2,WBGene00014245,0
ZK1307.3,WBGene00014246,0
ZK1307.4,WBGene00014247,0
T15H9.8,WBGene00220071,0
hal-3,WBGene00011788,0
hlh-6,WBGene00001952,0
T15H9.4,WBGene00011789,0
T15H9.5,WBGene00011790,0
T15H9.6,WBGene00011791,0
eral-1,WBGene00008456,0
F35H8.4,WBGene00009449,0
F35H8.2,WBGene00009447,0
sra-8,WBGene00005034,0
mex-6,WBGene00003231,0
AH6.3,WBGene00007081,0
T19H5.7,WBGene00045414,0
chil-25,WBGene00011846,0
chil-13,WBGene00010945,0
arrd-3,WBGene00006429,0
mpz-6,WBGene00013085,0
Y51B9A.9,WBGene00013091,0
C06C3.7,WBGene00007377,0
srh-48,WBGene00005271,0
C06C3.9,WBGene00014668,0
C06C3.10,WBGene00044169,0
C06C3.12,WBGene00175031,0
acs-7,WBGene00007228,0
C01G6.3,WBGene00007225,0
C01G6.2,WBGene00007224,0
anr-51,WBGene00219610,0
T24B8.5,WBGene00011979,0
T24B8.21,WBGene00201871,0
T24B8.10,WBGene00197033,0
F37B12.11,WBGene00200154,0
F44G4.5,WBGene00009714,0
C18E9.9,WBGene00007689,0
C18E9.8,WBGene00007688,0
T21B10.10,WBGene00198312,0
snb-6,WBGene00044062,0
nas-25,WBGene00003544,0
F46C5.1,WBGene00009778,0
F46C5.10,WBGene00009785,0
pho-13,WBGene00008560,0
K08F8.9,WBGene00197691,0
T01B7.8,WBGene00011313,0
C34C6.10,WBGene00206355,0
cutl-12,WBGene00011928,0
T22C8.6,WBGene00011927,0
T22C8.4,WBGene00011925,0
F28C6.10,WBGene00009209,0
F54C9.17,WBGene00198777,0
cht-2,WBGene00011757,0
M05D6.3,WBGene00010876,0
F22B5.6,WBGene00009044,0
acp-3,WBGene00008801,0
F14E5.1,WBGene00008799,0
efl-3,WBGene00009899,0
ubc-24,WBGene00006719,0
skpo-1,WBGene00009897,0
dod-23,WBGene00009898,0
drd-1,WBGene00009902,0
F49E12.12,WBGene00009904,0
M195.4,WBGene00010949,0
M195.6,WBGene00197265,0
F35C11.5,WBGene00009404,0
F35C11.2,WBGene00009401,0
M110.7,WBGene00010915,0
M110.9,WBGene00010917,0
M110.13,WBGene00271655,0
T05C12.9,WBGene00011472,0
T05C12.4,WBGene00011468,0
T05C12.1,WBGene00011466,0
T05C12.15,WBGene00219289,0
C41C4.16,WBGene00219852,0
K02C4.2,WBGene00010501,0
T05H10.3,WBGene00011508,0
C08B11.13,WBGene00201642,0
glna-2,WBGene00008435,0
ZK675.7,WBGene00200996,0
T01H3.11,WBGene00271635,0
linc-133,WBGene00219606,0
linc-110,WBGene00219605,0
srw-62,WBGene00005809,0
T05A6.5,WBGene00011459,0
irld-47,WBGene00011458,0
cki-2,WBGene00000517,0
skr-17,WBGene00004823,0
spdl-1,WBGene00015515,0
B0495.22,WBGene00201744,0
B0495.21,WBGene00200617,0
nhx-2,WBGene00003730,0
pid-1,WBGene00017549,0
F18A1.1,WBGene00017545,0
R07G3.10,WBGene00195359,0
lips-17,WBGene00019939,0
ZK1290.1,WBGene00022886,0
wrt-10,WBGene00006956,0
ZK1290.22,WBGene00201513,0
rnh-1.1,WBGene00022888,0
nas-23,WBGene00003542,0
D1022.3,WBGene00017022,0
K02A2.1,WBGene00019288,0
srd-55,WBGene00005133,0
linc-107,WBGene00219655,0
F32A5.8,WBGene00017971,0
prx-13,WBGene00004198,0
skpo-3,WBGene00017968,0
ctsa-3.1,WBGene00017969,0
E04F6.15,WBGene00017131,0
srd-56,WBGene00005134,0
C27H5.4,WBGene00016174,0
T07F8.1,WBGene00020318,0
gld-3,WBGene00001597,0
F10E7.3,WBGene00017345,0
mct-5,WBGene00020168,0
T02G5.14,WBGene00020170,0
T02G5.4,WBGene00020164,0
T02G5.11,WBGene00020167,0
msh-4,WBGene00003420,0
nos-2,WBGene00003784,0
acs-6,WBGene00022849,0
cin-4,WBGene00022854,0
C15F1.8,WBGene00015797,0
sup-39,WBGene00006344,0
asm-1,WBGene00000211,0
B0252.3,WBGene00015088,0
pmp-2,WBGene00004059,0
pmp-1,WBGene00004058,0
C44B7.5,WBGene00016627,0
F31E8.9,WBGene00195784,0
T13C2.3,WBGene00020479,0
F41G3.18,WBGene00044221,0
F41G3.2,WBGene00018299,0
F41G3.3,WBGene00018300,0
fis-1,WBGene00001424,0
F41G3.21,WBGene00044316,0
F41G3.10,WBGene00018303,0
dpy-2,WBGene00001064,0
C18H9.6,WBGene00016004,0
C18H9.1,WBGene00016000,0
C18H9.5,WBGene00016003,0
H43E16.1,WBGene00019273,0
T19D12.1,WBGene00020576,0
T19D12.3,WBGene00020578,0
T19D12.5,WBGene00020580,0
F54H5.2,WBGene00018839,0
F54H5.5,WBGene00018841,0
klf-3,WBGene00003480,0
C56C10.15,WBGene00200308,0
C56C10.4,WBGene00016962,0
C56C10.6,WBGene00016963,0
sra-29,WBGene00005055,0
F18C5.9,WBGene00017562,0
F18C5.5,WBGene00017560,0
mpz-3,WBGene00017559,0
wrn-1,WBGene00006944,0
toe-2,WBGene00016971,0
C56E6.7,WBGene00043984,0
R05G9R.1,WBGene00019906,0
C56E6.2,WBGene00016970,0
R05G9.3,WBGene00019905,0
T28D9.13,WBGene00195728,0
T28D9.11,WBGene00020899,0
plpp-1.2,WBGene00020895,0
lido-16,WBGene00020898,0
del-10,WBGene00020897,0
K06A1.2,WBGene00019425,0
spp-11,WBGene00004996,0
T25D10.1,WBGene00020799,0
btb-2,WBGene00020802,0
F58F12.3,WBGene00019063,0
F58F12.2,WBGene00019062,0
clec-88,WBGene00019606,0
ani-2,WBGene00019608,0
C32D5.17,WBGene00199110,0
C32D5.4,WBGene00016312,0
C29F5.8,WBGene00044589,0
sdz-3,WBGene00016211,0
F13H8.8,WBGene00017441,0
F13H8.3,WBGene00017436,0
F13H8.12,WBGene00017444,0
F13H8.5,WBGene00017438,0
T24H7.8,WBGene00206412,0
szy-4,WBGene00077732,0
F40H3.15,WBGene00200802,0
F57F10.4,WBGene00200292,0
C29H12.12,WBGene00200895,0
C29H12.10,WBGene00200009,0
heri-1,WBGene00016236,0
anr-22,WBGene00219679,0
fbf-2,WBGene00001402,0
fbf-1,WBGene00001401,0
ins-20,WBGene00002103,0
B0034.16,WBGene00200808,0
B0034.9,WBGene00197204,0
B0034.7,WBGene00044394,0
F59G1.12,WBGene00198855,0
F55C12.2,WBGene00018870,0
F55C12.16,WBGene00202082,0
ZK1248.17,WBGene00022884,0
nep-25,WBGene00022874,0
col-74,WBGene00000650,0
ZK1248.5,WBGene00022876,0
msp-64,WBGene00003457,0
K05F1.10,WBGene00019411,0
K05F1.9,WBGene00019410,0
msp-142,WBGene00003469,0
acdh-8,WBGene00019406,0
K05F1.14,WBGene00271818,0
F10C1.23,WBGene00271819,0
F10C1.3,WBGene00017325,0
F10C1.8,WBGene00017327,0
ifb-2,WBGene00002054,0
F10C1.9,WBGene00044296,0
hlh-14,WBGene00001958,0
C18A3.7,WBGene00015944,0
damt-1,WBGene00015939,0
C18A3.10,WBGene00015946,0
C25H3.18,WBGene00194836,0
C25H3.20,WBGene00201757,0
F59E12.17,WBGene00302971,0
F59E12.3,WBGene00019119,0
F59E12.6,WBGene00019122,0
F59E12.16,WBGene00235270,0
C17G10.14,WBGene00271650,0
C17G10.10,WBGene00195182,0
lys-8,WBGene00003097,0
C17C3.15,WBGene00015896,0
C17C3.3,WBGene00015889,0
C17C3.5,WBGene00015890,0
acdh-2,WBGene00015894,0
sls-2.2,WBGene00004834,0
C17C3.11,WBGene00015893,0
C17C3.9,WBGene00015892,0
ZK177.1,WBGene00022669,0
ZK177.2,WBGene00022670,0
ZK177.9,WBGene00022674,0
ZK177.3,WBGene00022671,0
cyp-44A1,WBGene00000375,0
fzy-1,WBGene00001511,0
F12A10.9,WBGene00077704,0
suex-1,WBGene00017396,0
daz-1,WBGene00000935,0
F56D1.12,WBGene00200072,0
F07F6.1,WBGene00017215,0
tofu-6,WBGene00017132,0
EEED8.3,WBGene00017134,0
EEED8.14,WBGene00017142,0
EEED8.12,WBGene00017140,0
F09E5.18,WBGene00195720,0
F09E5.9,WBGene00017287,0
anr-54,WBGene00219672,0
pmt-1,WBGene00022781,0
ptr-6,WBGene00004221,0
pho-1,WBGene00004020,0
C34F11.1,WBGene00016413,0
msp-50,WBGene00003443,0
msp-49,WBGene00003442,0
C27D6.14,WBGene00202400,0
C27D6.3,WBGene00016161,0
C27D6.1,WBGene00016160,0
F58A6.9,WBGene00019026,0
F58A6.1,WBGene00019022,0
F09C12.14,WBGene00201769,0
msp-74,WBGene00003462,0
mpk-2,WBGene00003402,0
C04G6.10,WBGene00015458,0
C04G6.6,WBGene00015456,0
C04G6.13,WBGene00077489,0
C04G6.2,WBGene00015453,0
C04G6.5,WBGene00015455,0
pho-12,WBGene00016152,0
C27A2.12,WBGene00206373,0
msp-71,WBGene00003460,0
F59A6.12,WBGene00044665,0
F59A6.3,WBGene00019085,0
F59A6.4,WBGene00019086,0
F59A6.10,WBGene00044385,0
F59A6.5,WBGene00019087,0
T27F7.12,WBGene00206517,0
ZK546.19,WBGene00195246,0
ZK546.3,WBGene00022760,0
ZK546.4,WBGene00022761,0
gst-30,WBGene00001778,0
msp-152,WBGene00003470,0
ZK546.7,WBGene00022763,0
msp-31,WBGene00003429,0
R05F9.11,WBGene00019894,0
R05F9.14,WBGene00196322,0
msp-33,WBGene00003431,0
gst-6,WBGene00001754,0
F11G11.15,WBGene00271822,0
F11G11.14,WBGene00044384,0
mpst-4,WBGene00017387,0
F11G11.4,WBGene00017384,0
nspd-5,WBGene00017386,0
C33F10.12,WBGene00016358,0
C33F10.1,WBGene00016351,0
